antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'0.0', 'san diego, ca', 'Data Analyst'})","frozenset({'117500.0', '1.0'})",0.017467248908296942,0.25065502183406113,0.013973799126637555,0.8,3.1916376306620213,1.0,0.009595545470147404,3.7467248908296953,0.6988888888888889,0.05498281786941581,0.7331002331002332,0.42787456445993033
"frozenset({'0.0', 'san diego, ca', '117500.0'})","frozenset({'Data Analyst', '1.0'})",0.013973799126637555,0.3807860262008734,0.013973799126637555,1.0,2.6261467889908254,1.0,0.008652771686276005,inf,0.6279893711248893,0.03669724770642202,1.0,0.518348623853211
"frozenset({'Data Analyst', 'san diego, ca', '117500.0'})","frozenset({'0.0', '1.0'})",0.013973799126637555,0.8812227074235808,0.013973799126637555,1.0,1.134786917740337,1.0,0.0016597700272687407,inf,0.12046058458813114,0.015857284440039643,1.0,0.5079286422200198
"frozenset({'san diego, ca', '1.0'})","frozenset({'0.0', 'Data Analyst', '117500.0'})",0.025327510917030567,0.25065502183406113,0.013973799126637555,0.5517241379310345,2.201129400456566,1.0,0.0076253313247268365,1.6716157205240176,0.5598678315412187,0.05333333333333334,0.4017763845350052,0.30373663342544754
"frozenset({'0.0', 'san diego, ca'})","frozenset({'Data Analyst', '117500.0', '1.0'})",0.028820960698689956,0.25065502183406113,0.013973799126637555,0.48484848484848486,1.9343258367648613,1.0,0.006749680593428806,1.4546108399691755,0.49735836330935257,0.052631578947368425,0.31253090343999435,0.27029880688417274
"frozenset({'Data Analyst', 'san diego, ca'})","frozenset({'0.0', '117500.0', '1.0'})",0.017467248908296942,0.25065502183406113,0.013973799126637555,0.8,3.1916376306620213,1.0,0.009595545470147404,3.7467248908296953,0.6988888888888889,0.05498281786941581,0.7331002331002332,0.42787456445993033
"frozenset({'san diego, ca', '117500.0'})","frozenset({'0.0', 'Data Analyst', '1.0'})",0.013973799126637555,0.3807860262008734,0.013973799126637555,1.0,2.6261467889908254,1.0,0.008652771686276005,inf,0.6279893711248893,0.03669724770642202,1.0,0.518348623853211
"frozenset({'san diego, ca'})","frozenset({'0.0', 'Data Analyst', '117500.0', '1.0'})",0.028820960698689956,0.25065502183406113,0.013973799126637555,0.48484848484848486,1.9343258367648613,1.0,0.006749680593428806,1.4546108399691755,0.49735836330935257,0.052631578947368425,0.31253090343999435,0.27029880688417274
"frozenset({'0.0', 'Data Analyst', 'synergisticit', '1.0'})",frozenset({'117500.0'}),0.010480349344978166,0.25065502183406113,0.010480349344978166,1.0,3.989547038327526,1.0,0.007853397151084076,inf,0.7572815533980582,0.04181184668989547,1.0,0.5209059233449478
"frozenset({'0.0', '117500.0', 'synergisticit', '1.0'})",frozenset({'Data Analyst'}),0.010480349344978166,0.39039301310043667,0.010480349344978166,1.0,2.5615212527964206,1.0,0.0063888941858469515,inf,0.6160635481023831,0.026845637583892617,1.0,0.5134228187919463
"frozenset({'Data Analyst', '117500.0', 'synergisticit', '1.0'})",frozenset({'0.0'}),0.010480349344978166,1.0,0.010480349344978166,1.0,1.0,1.0,0.0,inf,0.0,0.010480349344978167,0.0,0.505240174672489
"frozenset({'0.0', '117500.0', 'Data Analyst', 'synergisticit'})",frozenset({'1.0'}),0.010480349344978166,0.8812227074235808,0.010480349344978166,1.0,1.134786917740337,1.0,0.0012448275204515555,inf,0.12003530450132396,0.011892963330029732,1.0,0.5059464816650149
"frozenset({'0.0', 'synergisticit', '1.0'})","frozenset({'Data Analyst', '117500.0'})",0.013100436681222707,0.25065502183406113,0.010480349344978166,0.8,3.1916376306620213,1.0,0.007196659102610553,3.7467248908296953,0.6957964601769913,0.041379310344827586,0.7331002331002332,0.42090592334494775
"frozenset({'Data Analyst', 'synergisticit', '1.0'})","frozenset({'0.0', '117500.0'})",0.010480349344978166,0.25065502183406113,0.010480349344978166,1.0,3.989547038327526,1.0,0.007853397151084076,inf,0.7572815533980582,0.04181184668989547,1.0,0.5209059233449478
"frozenset({'117500.0', 'synergisticit', '1.0'})","frozenset({'0.0', 'Data Analyst'})",0.010480349344978166,0.39039301310043667,0.010480349344978166,1.0,2.5615212527964206,1.0,0.0063888941858469515,inf,0.6160635481023831,0.026845637583892617,1.0,0.5134228187919463
"frozenset({'0.0', 'Data Analyst', 'synergisticit'})","frozenset({'117500.0', '1.0'})",0.010480349344978166,0.25065502183406113,0.010480349344978166,1.0,3.989547038327526,1.0,0.007853397151084076,inf,0.7572815533980582,0.04181184668989547,1.0,0.5209059233449478
"frozenset({'0.0', '117500.0', 'synergisticit'})","frozenset({'Data Analyst', '1.0'})",0.010480349344978166,0.3807860262008734,0.010480349344978166,1.0,2.6261467889908254,1.0,0.006489578764707004,inf,0.6257722859664607,0.027522935779816512,1.0,0.5137614678899083
"frozenset({'Data Analyst', '117500.0', 'synergisticit'})","frozenset({'0.0', '1.0'})",0.010480349344978166,0.8812227074235808,0.010480349344978166,1.0,1.134786917740337,1.0,0.0012448275204515555,inf,0.12003530450132396,0.011892963330029732,1.0,0.5059464816650149
"frozenset({'synergisticit', '1.0'})","frozenset({'0.0', 'Data Analyst', '117500.0'})",0.013100436681222707,0.25065502183406113,0.010480349344978166,0.8,3.1916376306620213,1.0,0.007196659102610553,3.7467248908296953,0.6957964601769913,0.041379310344827586,0.7331002331002332,0.42090592334494775
"frozenset({'0.0', 'synergisticit'})","frozenset({'Data Analyst', '117500.0', '1.0'})",0.013100436681222707,0.25065502183406113,0.010480349344978166,0.8,3.1916376306620213,1.0,0.007196659102610553,3.7467248908296953,0.6957964601769913,0.041379310344827586,0.7331002331002332,0.42090592334494775
"frozenset({'Data Analyst', 'synergisticit'})","frozenset({'0.0', '117500.0', '1.0'})",0.010480349344978166,0.25065502183406113,0.010480349344978166,1.0,3.989547038327526,1.0,0.007853397151084076,inf,0.7572815533980582,0.04181184668989547,1.0,0.5209059233449478
"frozenset({'117500.0', 'synergisticit'})","frozenset({'0.0', 'Data Analyst', '1.0'})",0.010480349344978166,0.3807860262008734,0.010480349344978166,1.0,2.6261467889908254,1.0,0.006489578764707004,inf,0.6257722859664607,0.027522935779816512,1.0,0.5137614678899083
frozenset({'synergisticit'}),"frozenset({'0.0', 'Data Analyst', '117500.0', '1.0'})",0.013100436681222707,0.25065502183406113,0.010480349344978166,0.8,3.1916376306620213,1.0,0.007196659102610553,3.7467248908296953,0.6957964601769913,0.041379310344827586,0.7331002331002332,0.42090592334494775
"frozenset({'0.0', '117500.0', 'by employers', '1.0'})",frozenset({'data analyst - 35p cryptologic linguist'}),0.03668122270742358,0.022707423580786028,0.022707423580786028,0.6190476190476192,27.261904761904766,1.0,0.021874487519307415,2.5653930131004374,1.0,0.6190476190476192,0.61019617856079,0.8095238095238095
"frozenset({'0.0', 'data analyst - 35p cryptologic linguist', '117500.0', '1.0'})",frozenset({'by employers'}),0.022707423580786028,0.03668122270742358,0.022707423580786028,1.0,27.261904761904763,1.0,0.021874487519307415,inf,0.9857015192135836,0.6190476190476192,1.0,0.8095238095238095
"frozenset({'0.0', 'data analyst - 35p cryptologic linguist', 'by employers', '1.0'})",frozenset({'117500.0'}),0.022707423580786028,0.25065502183406113,0.022707423580786028,1.0,3.989547038327526,1.0,0.01701569382734883,inf,0.7667560321715817,0.09059233449477352,1.0,0.5452961672473867
"frozenset({'data analyst - 35p cryptologic linguist', '117500.0', 'by employers', '1.0'})",frozenset({'0.0'}),0.022707423580786028,1.0,0.022707423580786028,1.0,1.0,1.0,0.0,inf,0.0,0.022707423580786028,0.0,0.511353711790393
"frozenset({'0.0', '117500.0', 'by employers', 'data analyst - 35p cryptologic linguist'})",frozenset({'1.0'}),0.022707423580786028,0.8812227074235808,0.022707423580786028,1.0,1.134786917740337,1.0,0.0026971262943117046,inf,0.12153708668453984,0.025768087215064423,1.0,0.5128840436075323
"frozenset({'0.0', 'by employers', '1.0'})","frozenset({'117500.0', 'data analyst - 35p cryptologic linguist'})",0.03668122270742358,0.022707423580786028,0.022707423580786028,0.6190476190476192,27.261904761904766,1.0,0.021874487519307415,2.5653930131004374,1.0,0.6190476190476192,0.61019617856079,0.8095238095238095
"frozenset({'0.0', 'data analyst - 35p cryptologic linguist', '1.0'})","frozenset({'117500.0', 'by employers'})",0.022707423580786028,0.03668122270742358,0.022707423580786028,1.0,27.261904761904763,1.0,0.021874487519307415,inf,0.9857015192135836,0.6190476190476192,1.0,0.8095238095238095
"frozenset({'117500.0', 'by employers', '1.0'})","frozenset({'0.0', 'data analyst - 35p cryptologic linguist'})",0.03668122270742358,0.022707423580786028,0.022707423580786028,0.6190476190476192,27.261904761904766,1.0,0.021874487519307415,2.5653930131004374,1.0,0.6190476190476192,0.61019617856079,0.8095238095238095
"frozenset({'data analyst - 35p cryptologic linguist', '117500.0', '1.0'})","frozenset({'0.0', 'by employers'})",0.022707423580786028,0.03668122270742358,0.022707423580786028,1.0,27.261904761904763,1.0,0.021874487519307415,inf,0.9857015192135836,0.6190476190476192,1.0,0.8095238095238095
"frozenset({'data analyst - 35p cryptologic linguist', 'by employers', '1.0'})","frozenset({'0.0', '117500.0'})",0.022707423580786028,0.25065502183406113,0.022707423580786028,1.0,3.989547038327526,1.0,0.01701569382734883,inf,0.7667560321715817,0.09059233449477352,1.0,0.5452961672473867
"frozenset({'0.0', '117500.0', 'by employers'})","frozenset({'data analyst - 35p cryptologic linguist', '1.0'})",0.03668122270742358,0.022707423580786028,0.022707423580786028,0.6190476190476192,27.261904761904766,1.0,0.021874487519307415,2.5653930131004374,1.0,0.6190476190476192,0.61019617856079,0.8095238095238095
"frozenset({'0.0', '117500.0', 'data analyst - 35p cryptologic linguist'})","frozenset({'by employers', '1.0'})",0.022707423580786028,0.03668122270742358,0.022707423580786028,1.0,27.261904761904763,1.0,0.021874487519307415,inf,0.9857015192135836,0.6190476190476192,1.0,0.8095238095238095
"frozenset({'0.0', 'by employers', 'data analyst - 35p cryptologic linguist'})","frozenset({'117500.0', '1.0'})",0.022707423580786028,0.25065502183406113,0.022707423580786028,1.0,3.989547038327526,1.0,0.01701569382734883,inf,0.7667560321715817,0.09059233449477352,1.0,0.5452961672473867
"frozenset({'117500.0', 'by employers', 'data analyst - 35p cryptologic linguist'})","frozenset({'0.0', '1.0'})",0.022707423580786028,0.8812227074235808,0.022707423580786028,1.0,1.134786917740337,1.0,0.0026971262943117046,inf,0.12153708668453984,0.025768087215064423,1.0,0.5128840436075323
"frozenset({'by employers', '1.0'})","frozenset({'0.0', '117500.0', 'data analyst - 35p cryptologic linguist'})",0.03668122270742358,0.022707423580786028,0.022707423580786028,0.6190476190476192,27.261904761904766,1.0,0.021874487519307415,2.5653930131004374,1.0,0.6190476190476192,0.61019617856079,0.8095238095238095
"frozenset({'data analyst - 35p cryptologic linguist', '1.0'})","frozenset({'0.0', '117500.0', 'by employers'})",0.022707423580786028,0.03668122270742358,0.022707423580786028,1.0,27.261904761904763,1.0,0.021874487519307415,inf,0.9857015192135836,0.6190476190476192,1.0,0.8095238095238095
"frozenset({'0.0', 'by employers'})","frozenset({'data analyst - 35p cryptologic linguist', '117500.0', '1.0'})",0.03668122270742358,0.022707423580786028,0.022707423580786028,0.6190476190476192,27.261904761904766,1.0,0.021874487519307415,2.5653930131004374,1.0,0.6190476190476192,0.61019617856079,0.8095238095238095
"frozenset({'0.0', 'data analyst - 35p cryptologic linguist'})","frozenset({'117500.0', 'by employers', '1.0'})",0.022707423580786028,0.03668122270742358,0.022707423580786028,1.0,27.261904761904763,1.0,0.021874487519307415,inf,0.9857015192135836,0.6190476190476192,1.0,0.8095238095238095
"frozenset({'117500.0', 'by employers'})","frozenset({'0.0', 'data analyst - 35p cryptologic linguist', '1.0'})",0.03668122270742358,0.022707423580786028,0.022707423580786028,0.6190476190476192,27.261904761904766,1.0,0.021874487519307415,2.5653930131004374,1.0,0.6190476190476192,0.61019617856079,0.8095238095238095
"frozenset({'117500.0', 'data analyst - 35p cryptologic linguist'})","frozenset({'0.0', 'by employers', '1.0'})",0.022707423580786028,0.03668122270742358,0.022707423580786028,1.0,27.261904761904763,1.0,0.021874487519307415,inf,0.9857015192135836,0.6190476190476192,1.0,0.8095238095238095
"frozenset({'by employers', 'data analyst - 35p cryptologic linguist'})","frozenset({'0.0', '117500.0', '1.0'})",0.022707423580786028,0.25065502183406113,0.022707423580786028,1.0,3.989547038327526,1.0,0.01701569382734883,inf,0.7667560321715817,0.09059233449477352,1.0,0.5452961672473867
frozenset({'by employers'}),"frozenset({'0.0', 'data analyst - 35p cryptologic linguist', '117500.0', '1.0'})",0.03668122270742358,0.022707423580786028,0.022707423580786028,0.6190476190476192,27.261904761904766,1.0,0.021874487519307415,2.5653930131004374,1.0,0.6190476190476192,0.61019617856079,0.8095238095238095
frozenset({'data analyst - 35p cryptologic linguist'}),"frozenset({'0.0', '117500.0', 'by employers', '1.0'})",0.022707423580786028,0.03668122270742358,0.022707423580786028,1.0,27.261904761904763,1.0,0.021874487519307415,inf,0.9857015192135836,0.6190476190476192,1.0,0.8095238095238095
"frozenset({'0.0', 'Data Analyst', 'by employers', '1.0'})",frozenset({'data analyst - 35p cryptologic linguist'}),0.03668122270742358,0.022707423580786028,0.022707423580786028,0.6190476190476192,27.261904761904766,1.0,0.021874487519307415,2.5653930131004374,1.0,0.6190476190476192,0.61019617856079,0.8095238095238095
"frozenset({'0.0', 'data analyst - 35p cryptologic linguist', 'Data Analyst', '1.0'})",frozenset({'by employers'}),0.022707423580786028,0.03668122270742358,0.022707423580786028,1.0,27.261904761904763,1.0,0.021874487519307415,inf,0.9857015192135836,0.6190476190476192,1.0,0.8095238095238095
"frozenset({'0.0', 'data analyst - 35p cryptologic linguist', 'by employers', '1.0'})",frozenset({'Data Analyst'}),0.022707423580786028,0.39039301310043667,0.022707423580786028,1.0,2.5615212527964206,1.0,0.013842604069335063,inf,0.6237712243074174,0.05816554809843401,1.0,0.529082774049217
"frozenset({'Data Analyst', 'data analyst - 35p cryptologic linguist', 'by employers', '1.0'})",frozenset({'0.0'}),0.022707423580786028,1.0,0.022707423580786028,1.0,1.0,1.0,0.0,inf,0.0,0.022707423580786028,0.0,0.511353711790393
"frozenset({'0.0', 'Data Analyst', 'by employers', 'data analyst - 35p cryptologic linguist'})",frozenset({'1.0'}),0.022707423580786028,0.8812227074235808,0.022707423580786028,1.0,1.134786917740337,1.0,0.0026971262943117046,inf,0.12153708668453984,0.025768087215064423,1.0,0.5128840436075323
"frozenset({'0.0', 'by employers', '1.0'})","frozenset({'Data Analyst', 'data analyst - 35p cryptologic linguist'})",0.03668122270742358,0.022707423580786028,0.022707423580786028,0.6190476190476192,27.261904761904766,1.0,0.021874487519307415,2.5653930131004374,1.0,0.6190476190476192,0.61019617856079,0.8095238095238095
"frozenset({'0.0', 'data analyst - 35p cryptologic linguist', '1.0'})","frozenset({'Data Analyst', 'by employers'})",0.022707423580786028,0.03668122270742358,0.022707423580786028,1.0,27.261904761904763,1.0,0.021874487519307415,inf,0.9857015192135836,0.6190476190476192,1.0,0.8095238095238095
"frozenset({'Data Analyst', 'by employers', '1.0'})","frozenset({'0.0', 'data analyst - 35p cryptologic linguist'})",0.03668122270742358,0.022707423580786028,0.022707423580786028,0.6190476190476192,27.261904761904766,1.0,0.021874487519307415,2.5653930131004374,1.0,0.6190476190476192,0.61019617856079,0.8095238095238095
"frozenset({'Data Analyst', 'data analyst - 35p cryptologic linguist', '1.0'})","frozenset({'0.0', 'by employers'})",0.022707423580786028,0.03668122270742358,0.022707423580786028,1.0,27.261904761904763,1.0,0.021874487519307415,inf,0.9857015192135836,0.6190476190476192,1.0,0.8095238095238095
"frozenset({'data analyst - 35p cryptologic linguist', 'by employers', '1.0'})","frozenset({'0.0', 'Data Analyst'})",0.022707423580786028,0.39039301310043667,0.022707423580786028,1.0,2.5615212527964206,1.0,0.013842604069335063,inf,0.6237712243074174,0.05816554809843401,1.0,0.529082774049217
"frozenset({'0.0', 'Data Analyst', 'by employers'})","frozenset({'data analyst - 35p cryptologic linguist', '1.0'})",0.03668122270742358,0.022707423580786028,0.022707423580786028,0.6190476190476192,27.261904761904766,1.0,0.021874487519307415,2.5653930131004374,1.0,0.6190476190476192,0.61019617856079,0.8095238095238095
"frozenset({'0.0', 'Data Analyst', 'data analyst - 35p cryptologic linguist'})","frozenset({'by employers', '1.0'})",0.022707423580786028,0.03668122270742358,0.022707423580786028,1.0,27.261904761904763,1.0,0.021874487519307415,inf,0.9857015192135836,0.6190476190476192,1.0,0.8095238095238095
"frozenset({'0.0', 'by employers', 'data analyst - 35p cryptologic linguist'})","frozenset({'Data Analyst', '1.0'})",0.022707423580786028,0.3807860262008734,0.022707423580786028,1.0,2.6261467889908254,1.0,0.014060753990198509,inf,0.6336014298480785,0.05963302752293578,1.0,0.5298165137614679
"frozenset({'Data Analyst', 'by employers', 'data analyst - 35p cryptologic linguist'})","frozenset({'0.0', '1.0'})",0.022707423580786028,0.8812227074235808,0.022707423580786028,1.0,1.134786917740337,1.0,0.0026971262943117046,inf,0.12153708668453984,0.025768087215064423,1.0,0.5128840436075323
"frozenset({'by employers', '1.0'})","frozenset({'0.0', 'Data Analyst', 'data analyst - 35p cryptologic linguist'})",0.03668122270742358,0.022707423580786028,0.022707423580786028,0.6190476190476192,27.261904761904766,1.0,0.021874487519307415,2.5653930131004374,1.0,0.6190476190476192,0.61019617856079,0.8095238095238095
"frozenset({'data analyst - 35p cryptologic linguist', '1.0'})","frozenset({'0.0', 'Data Analyst', 'by employers'})",0.022707423580786028,0.03668122270742358,0.022707423580786028,1.0,27.261904761904763,1.0,0.021874487519307415,inf,0.9857015192135836,0.6190476190476192,1.0,0.8095238095238095
"frozenset({'0.0', 'by employers'})","frozenset({'Data Analyst', 'data analyst - 35p cryptologic linguist', '1.0'})",0.03668122270742358,0.022707423580786028,0.022707423580786028,0.6190476190476192,27.261904761904766,1.0,0.021874487519307415,2.5653930131004374,1.0,0.6190476190476192,0.61019617856079,0.8095238095238095
"frozenset({'0.0', 'data analyst - 35p cryptologic linguist'})","frozenset({'Data Analyst', 'by employers', '1.0'})",0.022707423580786028,0.03668122270742358,0.022707423580786028,1.0,27.261904761904763,1.0,0.021874487519307415,inf,0.9857015192135836,0.6190476190476192,1.0,0.8095238095238095
"frozenset({'Data Analyst', 'by employers'})","frozenset({'0.0', 'data analyst - 35p cryptologic linguist', '1.0'})",0.03668122270742358,0.022707423580786028,0.022707423580786028,0.6190476190476192,27.261904761904766,1.0,0.021874487519307415,2.5653930131004374,1.0,0.6190476190476192,0.61019617856079,0.8095238095238095
"frozenset({'Data Analyst', 'data analyst - 35p cryptologic linguist'})","frozenset({'0.0', 'by employers', '1.0'})",0.022707423580786028,0.03668122270742358,0.022707423580786028,1.0,27.261904761904763,1.0,0.021874487519307415,inf,0.9857015192135836,0.6190476190476192,1.0,0.8095238095238095
"frozenset({'by employers', 'data analyst - 35p cryptologic linguist'})","frozenset({'0.0', 'Data Analyst', '1.0'})",0.022707423580786028,0.3807860262008734,0.022707423580786028,1.0,2.6261467889908254,1.0,0.014060753990198509,inf,0.6336014298480785,0.05963302752293578,1.0,0.5298165137614679
frozenset({'by employers'}),"frozenset({'0.0', 'data analyst - 35p cryptologic linguist', 'Data Analyst', '1.0'})",0.03668122270742358,0.022707423580786028,0.022707423580786028,0.6190476190476192,27.261904761904766,1.0,0.021874487519307415,2.5653930131004374,1.0,0.6190476190476192,0.61019617856079,0.8095238095238095
frozenset({'data analyst - 35p cryptologic linguist'}),"frozenset({'0.0', 'Data Analyst', 'by employers', '1.0'})",0.022707423580786028,0.03668122270742358,0.022707423580786028,1.0,27.261904761904763,1.0,0.021874487519307415,inf,0.9857015192135836,0.6190476190476192,1.0,0.8095238095238095
"frozenset({'0.0', 'Data Scientist', 'data scientist', '1.0'})","frozenset({'new york, ny'})",0.1091703056768559,0.048034934497816595,0.017467248908296942,0.15999999999999998,3.33090909090909,1.0,0.012223260426002554,1.1332917446454562,0.7855392156862745,0.125,0.11761467889908254,0.2618181818181818
"frozenset({'0.0', 'data scientist', '1.0', 'new york, ny'})",frozenset({'Data Scientist'}),0.017467248908296942,0.5056768558951965,0.017467248908296942,1.0,1.9775474956822108,1.0,0.00863446539921054,inf,0.5031111111111111,0.03454231433506045,1.0,0.5172711571675302
"frozenset({'Data Scientist', 'data scientist', '1.0', 'new york, ny'})",frozenset({'0.0'}),0.017467248908296942,1.0,0.017467248908296942,1.0,1.0,1.0,0.0,inf,0.0,0.017467248908296942,0.0,0.5087336244541485
"frozenset({'0.0', 'Data Scientist', 'data scientist', 'new york, ny'})",frozenset({'1.0'}),0.017467248908296942,0.8812227074235808,0.017467248908296942,1.0,1.134786917740337,1.0,0.002074712534085926,inf,0.12088888888888895,0.019821605550049554,1.0,0.5099108027750248
"frozenset({'0.0', 'Data Scientist', '1.0', 'new york, ny'})",frozenset({'data scientist'}),0.032314410480349345,0.11441048034934498,0.017467248908296942,0.5405405405405405,4.724571900144419,1.0,0.013770141683034266,1.9274595427690724,0.8146660649819494,0.13513513513513511,0.4811823657977503,0.34660614813286567
"frozenset({'0.0', 'data scientist', '1.0'})","frozenset({'Data Scientist', 'new york, ny'})",0.1091703056768559,0.03318777292576419,0.017467248908296942,0.15999999999999998,4.821052631578946,1.0,0.013844129593257183,1.150966936993138,0.8897058823529412,0.13986013986013984,0.1311653116531165,0.3431578947368421
"frozenset({'Data Scientist', 'data scientist', '1.0'})","frozenset({'0.0', 'new york, ny'})",0.1091703056768559,0.048034934497816595,0.017467248908296942,0.15999999999999998,3.33090909090909,1.0,0.012223260426002554,1.1332917446454562,0.7855392156862745,0.125,0.11761467889908254,0.2618181818181818
"frozenset({'data scientist', '1.0', 'new york, ny'})","frozenset({'0.0', 'Data Scientist'})",0.017467248908296942,0.5056768558951965,0.017467248908296942,1.0,1.9775474956822108,1.0,0.00863446539921054,inf,0.5031111111111111,0.03454231433506045,1.0,0.5172711571675302
"frozenset({'0.0', 'Data Scientist', 'data scientist'})","frozenset({'1.0', 'new york, ny'})",0.11441048034934498,0.04716157205240175,0.017467248908296942,0.15267175572519084,3.237206672321176,1.0,0.012071470795751413,1.1245210275777962,0.7803747534516765,0.1212121212121212,0.11073250257135062,0.2615210630477806
"frozenset({'0.0', 'data scientist', 'new york, ny'})","frozenset({'Data Scientist', '1.0'})",0.017467248908296942,0.4069868995633188,0.017467248908296942,1.0,2.4570815450643777,1.0,0.010358307431208405,inf,0.6035555555555555,0.04291845493562231,1.0,0.5214592274678111
"frozenset({'Data Scientist', 'data scientist', 'new york, ny'})","frozenset({'0.0', '1.0'})",0.017467248908296942,0.8812227074235808,0.017467248908296942,1.0,1.134786917740337,1.0,0.002074712534085926,inf,0.12088888888888895,0.019821605550049554,1.0,0.5099108027750248
"frozenset({'0.0', '1.0', 'new york, ny'})","frozenset({'Data Scientist', 'data scientist'})",0.04716157205240175,0.11441048034934498,0.017467248908296942,0.37037037037037035,3.237206672321176,1.0,0.012071470795751413,1.4065245312098638,0.7252978918423463,0.1212121212121212,0.2890276864635839,0.2615210630477806
"frozenset({'Data Scientist', '1.0', 'new york, ny'})","frozenset({'0.0', 'data scientist'})",0.032314410480349345,0.11441048034934498,0.017467248908296942,0.5405405405405405,4.724571900144419,1.0,0.013770141683034266,1.9274595427690724,0.8146660649819494,0.13513513513513511,0.4811823657977503,0.34660614813286567
"frozenset({'0.0', 'Data Scientist', 'new york, ny'})","frozenset({'data scientist', '1.0'})",0.03318777292576419,0.1091703056768559,0.017467248908296942,0.5263157894736842,4.821052631578947,1.0,0.013844129593257183,1.880640465793304,0.8197831978319782,0.13986013986013984,0.468266253869969,0.3431578947368421
"frozenset({'data scientist', '1.0'})","frozenset({'0.0', 'Data Scientist', 'new york, ny'})",0.1091703056768559,0.03318777292576419,0.017467248908296942,0.15999999999999998,4.821052631578946,1.0,0.013844129593257183,1.150966936993138,0.8897058823529412,0.13986013986013984,0.1311653116531165,0.3431578947368421
"frozenset({'0.0', 'data scientist'})","frozenset({'Data Scientist', '1.0', 'new york, ny'})",0.11441048034934498,0.032314410480349345,0.017467248908296942,0.15267175572519084,4.7245719001444195,1.0,0.013770141683034266,1.1420433533970653,0.8901873767258383,0.13513513513513511,0.12437649847052663,0.34660614813286567
"frozenset({'Data Scientist', 'data scientist'})","frozenset({'0.0', '1.0', 'new york, ny'})",0.11441048034934498,0.04716157205240175,0.017467248908296942,0.15267175572519084,3.237206672321176,1.0,0.012071470795751413,1.1245210275777962,0.7803747534516765,0.1212121212121212,0.11073250257135062,0.2615210630477806
"frozenset({'data scientist', 'new york, ny'})","frozenset({'0.0', 'Data Scientist', '1.0'})",0.017467248908296942,0.4069868995633188,0.017467248908296942,1.0,2.4570815450643777,1.0,0.010358307431208405,inf,0.6035555555555555,0.04291845493562231,1.0,0.5214592274678111
"frozenset({'1.0', 'new york, ny'})","frozenset({'0.0', 'Data Scientist', 'data scientist'})",0.04716157205240175,0.11441048034934498,0.017467248908296942,0.37037037037037035,3.237206672321176,1.0,0.012071470795751413,1.4065245312098638,0.7252978918423463,0.1212121212121212,0.2890276864635839,0.2615210630477806
"frozenset({'0.0', 'new york, ny'})","frozenset({'Data Scientist', 'data scientist', '1.0'})",0.048034934497816595,0.1091703056768559,0.017467248908296942,0.3636363636363636,3.33090909090909,1.0,0.012223260426002554,1.3998752339363691,0.7350917431192661,0.125,0.285650623885918,0.2618181818181818
"frozenset({'Data Scientist', 'new york, ny'})","frozenset({'0.0', 'data scientist', '1.0'})",0.03318777292576419,0.1091703056768559,0.017467248908296942,0.5263157894736842,4.821052631578947,1.0,0.013844129593257183,1.880640465793304,0.8197831978319782,0.13986013986013984,0.468266253869969,0.3431578947368421
frozenset({'data scientist'}),"frozenset({'0.0', 'Data Scientist', '1.0', 'new york, ny'})",0.11441048034934498,0.032314410480349345,0.017467248908296942,0.15267175572519084,4.7245719001444195,1.0,0.013770141683034266,1.1420433533970653,0.8901873767258383,0.13513513513513511,0.12437649847052663,0.34660614813286567
"frozenset({'new york, ny'})","frozenset({'0.0', 'Data Scientist', 'data scientist', '1.0'})",0.048034934497816595,0.1091703056768559,0.017467248908296942,0.3636363636363636,3.33090909090909,1.0,0.012223260426002554,1.3998752339363691,0.7350917431192661,0.125,0.285650623885918,0.2618181818181818
"frozenset({'0.0', 'Data Analyst', '117500.0', 'by employers'})",frozenset({'data analyst - 35p cryptologic linguist'}),0.03668122270742358,0.022707423580786028,0.022707423580786028,0.6190476190476192,27.261904761904766,1.0,0.021874487519307415,2.5653930131004374,1.0,0.6190476190476192,0.61019617856079,0.8095238095238095
"frozenset({'0.0', 'Data Analyst', '117500.0', 'data analyst - 35p cryptologic linguist'})",frozenset({'by employers'}),0.022707423580786028,0.03668122270742358,0.022707423580786028,1.0,27.261904761904763,1.0,0.021874487519307415,inf,0.9857015192135836,0.6190476190476192,1.0,0.8095238095238095
"frozenset({'0.0', 'Data Analyst', 'by employers', 'data analyst - 35p cryptologic linguist'})",frozenset({'117500.0'}),0.022707423580786028,0.25065502183406113,0.022707423580786028,1.0,3.989547038327526,1.0,0.01701569382734883,inf,0.7667560321715817,0.09059233449477352,1.0,0.5452961672473867
"frozenset({'0.0', '117500.0', 'by employers', 'data analyst - 35p cryptologic linguist'})",frozenset({'Data Analyst'}),0.022707423580786028,0.39039301310043667,0.022707423580786028,1.0,2.5615212527964206,1.0,0.013842604069335063,inf,0.6237712243074174,0.05816554809843401,1.0,0.529082774049217
"frozenset({'Data Analyst', '117500.0', 'by employers', 'data analyst - 35p cryptologic linguist'})",frozenset({'0.0'}),0.022707423580786028,1.0,0.022707423580786028,1.0,1.0,1.0,0.0,inf,0.0,0.022707423580786028,0.0,0.511353711790393
